code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,n_days_dataplus,n_days_dualpane,n_days_externalquiz,n_days_folder,n_days_forumng,n_days_glossary,n_days_homepage,n_days_htmlactivity,n_days_oucollaborate,n_days_oucontent,n_days_ouelluminate,n_days_ouwiki,n_days_page,n_days_questionnaire,n_days_quiz,n_days_repeatactivity,n_days_resource,n_days_sharedsubpage,n_days_subpage,n_days_url,avg_sum_clicks_dataplus,avg_sum_clicks_dualpane,avg_sum_clicks_externalquiz,avg_sum_clicks_folder,avg_sum_clicks_forumng,avg_sum_clicks_glossary,avg_sum_clicks_homepage,avg_sum_clicks_htmlactivity,avg_sum_clicks_oucollaborate,avg_sum_clicks_oucontent,avg_sum_clicks_ouelluminate,avg_sum_clicks_ouwiki,avg_sum_clicks_page,avg_sum_clicks_questionnaire,avg_sum_clicks_quiz,avg_sum_clicks_repeatactivity,avg_sum_clicks_resource,avg_sum_clicks_sharedsubpage,avg_sum_clicks_subpage,avg_sum_clicks_url,total_n_days,avg_total_clicks,final_score_current,banked_ratio,at_risk
BBB,2013J,601251,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-60.0,,0.0,0.0,0.0,0.0,49.0,4.0,51.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,16.0,34.0,0.0,0.0,0.0,0.0,4.5491329479768785,1.25,2.1176470588235294,0.0,1.0,5.666666666666667,0.0,0.0,0.0,0.0,2.0,0.0,1.0588235294117647,0.0,1.9259259259259258,1.1578947368421053,56,3.1744186046511627,89.31,0.0,0
BBB,2013J,601269,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-46.0,,0.0,0.0,0.0,0.0,25.0,1.0,41.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,18.0,0.0,23.0,24.0,0.0,0.0,0.0,0.0,3.3908045977011496,1.0,4.097560975609756,0.0,0.0,3.4,0.0,0.0,0.0,0.0,2.8529411764705883,0.0,1.2580645161290323,0.0,2.0526315789473686,1.3333333333333333,44,2.737037037037037,64.14,0.0,0
BBB,2013J,601346,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,Y,Distinction,-46.0,,0.0,0.0,0.0,0.0,13.0,1.0,23.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,2.760869565217391,1.0,2.8260869565217392,0.0,0.0,3.1666666666666665,0.0,0.0,0.0,0.0,2.066666666666667,0.0,1.0,0.0,2.6470588235294117,1.1111111111111112,25,2.3586206896551722,93.56,0.0,0
BBB,2013J,601455,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-11.0,,0.0,0.0,0.0,0.0,7.0,0.0,38.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,1.2941176470588236,0.0,2.9473684210526314,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.1470588235294117,0.0,1.2222222222222223,0.0,1.6666666666666667,1.1666666666666667,38,2.335664335664336,68.45,0.0,0
BBB,2013J,601472,F,Ireland,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,-3.0,153.0,0.0,0.0,0.0,0.0,21.0,1.0,31.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,2.6557377049180326,3.0,2.4516129032258065,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,2.1578947368421053,0.0,1.2777777777777777,0.0,1.4,1.5,31,2.191358024691358,13.68,0.0,1
BBB,2013J,601497,F,Ireland,Lower Than A Level,10-20,35-55,0,60,N,Distinction,-28.0,,0.0,0.0,0.0,0.0,100.0,1.0,106.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,2.8562091503267975,1.0,2.858490566037736,0.0,0.0,4.333333333333333,0.0,0.0,0.0,0.0,2.235294117647059,0.0,1.1875,0.0,1.75,1.0,106,2.6382978723404253,78.56,0.0,0
BBB,2013J,601499,F,Ireland,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-28.0,,0.0,0.0,0.0,0.0,66.0,3.0,77.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,12.0,0.0,25.0,11.0,0.0,0.0,0.0,0.0,3.2588996763754046,1.3333333333333333,4.584415584415584,0.0,1.0,3.5,0.0,0.0,0.0,0.0,2.3863636363636362,0.0,1.2222222222222223,0.0,1.4545454545454546,1.1333333333333333,77,3.1185770750988144,66.24,0.0,0
BBB,2013J,601504,F,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-3.0,,0.0,0.0,0.0,0.0,163.0,8.0,171.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,19.0,0.0,33.0,0.0,50.0,46.0,0.0,0.0,0.0,0.0,4.343085106382978,2.0,4.298245614035087,0.0,1.3333333333333333,5.1,0.0,0.0,0.0,0.0,2.673076923076923,0.0,1.462686567164179,0.0,2.6933333333333334,1.7719298245614035,171,3.8594142259414226,72.28,0.0,0
BBB,2013J,601505,F,Scotland,HE Qualification,70-80%,0-35,0,120,N,Fail,-30.0,,0.0,0.0,0.0,0.0,24.0,1.0,28.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,2.5208333333333335,1.0,2.6785714285714284,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,3.423076923076923,0.0,1.0,0.0,1.565217391304348,1.0,30,2.3636363636363638,43.51,0.0,1
BBB,2013J,601551,F,London Region,Lower Than A Level,30-40%,0-35,0,60,Y,Fail,-30.0,,0.0,0.0,0.0,0.0,12.0,0.0,31.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,1.9523809523809523,0.0,2.064516129032258,0.0,1.0,4.333333333333333,0.0,0.0,0.0,0.0,2.5,0.0,1.2,0.0,1.3478260869565217,1.0,31,1.9047619047619047,35.55,0.0,1
BBB,2013J,601558,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-12.0,,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,1.25,0.0,2.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.4444444444444446,0.0,1.2105263157894737,0.0,2.6,1.3333333333333333,11,1.9508196721311475,26.64,0.0,1
BBB,2013J,601635,M,South East Region,HE Qualification,70-80%,0-35,0,60,N,Pass,-29.0,,0.0,0.0,0.0,0.0,35.0,0.0,42.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,14.0,0.0,6.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,2.8941176470588235,0.0,2.5476190476190474,0.0,1.0,3.6666666666666665,0.0,0.0,0.0,0.0,2.0952380952380953,0.0,1.0,0.0,1.3571428571428572,1.1428571428571428,47,2.52,59.61,0.0,0
BBB,2013J,601655,M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-59.0,,0.0,0.0,0.0,0.0,66.0,0.0,79.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,5.502923976608187,0.0,2.7721518987341773,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,2.176470588235294,0.0,1.0,0.0,2.2666666666666666,1.375,79,4.090909090909091,71.03,0.0,0
BBB,2013J,601706,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Withdrawn,-58.0,235.0,0.0,0.0,0.0,0.0,40.0,0.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,3.506849315068493,0.0,3.3157894736842106,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.5945945945945947,0.0,1.4285714285714286,0.0,1.2,1.4285714285714286,59,3.142322097378277,36.07,0.0,1
BBB,2013J,601885,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-58.0,,0.0,0.0,0.0,0.0,16.0,0.0,22.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,3.5853658536585367,0.0,2.909090909090909,0.0,0.0,4.666666666666667,0.0,0.0,0.0,0.0,2.15625,0.0,1.0909090909090908,0.0,2.6153846153846154,1.4,23,2.732283464566929,56.73,0.0,0
BBB,2013J,601887,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-58.0,,0.0,0.0,0.0,0.0,11.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,4.064516129032258,0.0,1.8,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.75,0.0,1.0,0.0,2.0,1.0,18,3.1782178217821784,69.91,0.0,0
BBB,2013J,601896,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-53.0,,0.0,0.0,0.0,0.0,8.0,0.0,30.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,2.12,0.0,3.1333333333333333,0.0,0.0,6.5,0.0,0.0,0.0,0.0,2.4857142857142858,0.0,1.0,0.0,2.1818181818181817,1.6666666666666667,30,2.576642335766423,67.47,0.0,1
BBB,2013J,601934,F,North Western Region,Lower Than A Level,0-10%,35-55,0,180,N,Fail,-52.0,,0.0,0.0,0.0,0.0,26.0,0.0,71.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,20.0,0.0,50.0,37.0,0.0,0.0,0.0,0.0,2.5,0.0,3.4225352112676055,0.0,0.0,7.333333333333333,0.0,0.0,0.0,0.0,2.1052631578947367,0.0,1.1612903225806452,0.0,1.8585858585858586,1.2826086956521738,73,2.239130434782609,19.71,0.0,1
BBB,2013J,601951,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-52.0,,0.0,0.0,0.0,0.0,49.0,1.0,61.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,3.284313725490196,1.0,3.2131147540983607,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.6153846153846154,0.0,1.5833333333333333,1.5,61,2.978593272171254,27.61,0.0,1
BBB,2013J,602009,F,Wales,HE Qualification,50-60%,0-35,0,60,N,Pass,-58.0,,0.0,0.0,0.0,0.0,12.0,1.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,3.6296296296296298,1.0,2.533333333333333,0.0,0.0,3.5,0.0,0.0,0.0,0.0,2.0625,0.0,1.0833333333333333,0.0,1.4545454545454546,1.5,30,2.322834645669291,82.71,0.0,0
BBB,2013J,602014,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Pass,-35.0,,0.0,0.0,0.0,0.0,27.0,1.0,49.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,18.0,0.0,7.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,5.702898550724638,2.0,4.387755102040816,0.0,0.0,5.428571428571429,0.0,0.0,0.0,0.0,2.1538461538461537,0.0,1.35,0.0,3.1578947368421053,1.2727272727272727,50,4.225589225589226,67.65,0.0,0
BBB,2013J,602032,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-57.0,,0.0,0.0,0.0,0.0,7.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.0,2.7777777777777777,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,9,1.7222222222222223,3.0,0.0,1
BBB,2013J,602066,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-35.0,,0.0,0.0,0.0,0.0,19.0,0.0,65.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,10.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,1.6730769230769231,0.0,2.8153846153846156,0.0,0.0,5.75,0.0,0.0,0.0,0.0,2.121212121212121,0.0,1.0,0.0,1.2,1.2857142857142858,66,2.0334928229665072,74.21,0.0,0
BBB,2013J,602147,F,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-18.0,,0.0,0.0,0.0,0.0,8.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,3.1379310344827585,0.0,3.066666666666667,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.4444444444444446,0.0,1.0,0.0,2.5454545454545454,1.5,15,2.768421052631579,67.83,0.0,0
BBB,2013J,602245,F,Scotland,Lower Than A Level,10-20,35-55,0,60,N,Pass,-45.0,,0.0,0.0,0.0,0.0,167.0,8.0,167.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,25.0,0.0,30.0,0.0,47.0,40.0,0.0,0.0,0.0,0.0,8.391709844559585,1.625,6.269461077844311,0.0,1.0,2.923076923076923,0.0,0.0,0.0,0.0,2.5535714285714284,0.0,1.0769230769230769,0.0,2.0795454545454546,1.5319148936170213,167,6.842179759377212,69.05,0.0,0
BBB,2013J,602324,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Fail,-56.0,,0.0,0.0,0.0,0.0,6.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,1.8461538461538463,3.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.263157894736842,0.0,1.0,0.0,2.0833333333333335,1.25,14,2.264705882352941,19.95,0.0,1
BBB,2013J,602395,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,90,N,Pass,-56.0,,0.0,0.0,0.0,0.0,20.0,0.0,28.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,2.981818181818182,0.0,2.4642857142857144,0.0,0.0,2.6,0.0,0.0,0.0,0.0,2.4242424242424243,0.0,1.0,0.0,1.5,1.4,28,2.4722222222222223,51.32,0.0,0
BBB,2013J,602458,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,-46.0,,0.0,0.0,0.0,0.0,25.0,1.0,67.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,12.0,0.0,19.0,27.0,0.0,0.0,0.0,0.0,3.3846153846153846,1.0,3.537313432835821,0.0,0.0,7.333333333333333,0.0,0.0,0.0,0.0,2.2285714285714286,0.0,1.5,0.0,2.9375,1.4137931034482758,67,2.8534798534798536,82.34,0.0,0
BBB,2013J,602483,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-29.0,,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.230769230769231,0.0,1.1,0.0,1.3333333333333333,1.0,10,2.2063492063492065,18.92,0.0,1
BBB,2013J,602496,F,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Pass,-32.0,,0.0,0.0,0.0,0.0,3.0,0.0,19.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,2.4545454545454546,0.0,3.1052631578947367,0.0,0.0,6.166666666666667,0.0,0.0,0.0,0.0,3.2058823529411766,0.0,1.4,0.0,2.8181818181818183,2.25,21,3.0105263157894737,77.53,0.0,0
BBB,2013J,602598,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,-53.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.5,2.25,0.0,1
BBB,2013J,602631,F,Ireland,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn,-31.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,1.0,3,1.7,0.0,0.0,1
BBB,2013J,602634,F,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,-29.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,2.4285714285714284,1.0,2.2222222222222223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.625,1.0,9,1.8,3.55,0.0,1
BBB,2013J,602652,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-45.0,37.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1.7777777777777777,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.5,1.0,7,1.4615384615384615,3.45,0.0,1
BBB,2013J,602666,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn,-53.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,1.5,2,2.7777777777777777,0.0,0.0,1
BBB,2013J,602739,F,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-53.0,189.0,0.0,0.0,0.0,0.0,12.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,4.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.3076923076923075,0.0,1.6451612903225807,0.0,3.185185185185185,2.0,20,2.9365079365079363,13.49,0.0,1
BBB,2013J,602767,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-53.0,,0.0,0.0,0.0,0.0,12.0,0.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,27.0,0.0,28.0,12.0,0.0,0.0,0.0,0.0,1.5161290322580645,0.0,4.724137931034483,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.15,0.0,1.4342105263157894,0.0,2.5806451612903225,2.2666666666666666,29,2.269230769230769,27.52,0.0,1
BBB,2013J,602803,F,West Midlands Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn,-52.0,12.0,0.0,0.0,0.0,0.0,13.0,1.0,27.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,17.0,0.0,20.0,11.0,0.0,0.0,0.0,0.0,3.4054054054054053,1.0,4.703703703703703,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.1666666666666665,0.0,1.3877551020408163,0.0,2.5365853658536586,1.375,28,2.525,14.86,0.0,1
BBB,2013J,602826,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,240,N,Fail,-53.0,,0.0,0.0,0.0,0.0,46.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,3.4740259740259742,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34375,0.0,1.3333333333333333,0.0,2.0,1.2857142857142858,50,3.354330708661417,50.46,0.0,1
BBB,2013J,603012,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-31.0,,0.0,0.0,0.0,0.0,45.0,0.0,61.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,3.1559633027522938,0.0,2.3114754098360657,0.0,0.0,4.2,0.0,0.0,0.0,0.0,2.2903225806451615,0.0,2.5,0.0,4.571428571428571,1.5,61,2.83710407239819,82.89,0.0,0
BBB,2013J,603035,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-49.0,,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8181818181818181,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.433333333333333,0.0,1.0,0.0,1.3333333333333333,1.0,14,2.1320754716981134,67.25,0.0,0
BBB,2013J,603036,F,Wales,HE Qualification,10-20,0-35,0,120,N,Pass,-53.0,,0.0,0.0,0.0,0.0,19.0,0.0,72.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,13.0,0.0,49.0,0.0,51.0,20.0,0.0,0.0,0.0,0.0,2.108695652173913,0.0,5.013888888888889,0.0,0.0,4.375,0.0,0.0,0.0,0.0,2.1578947368421053,0.0,1.3013698630136987,0.0,2.2844827586206895,1.3846153846153846,75,2.3584070796460175,86.41,0.0,0
BBB,2013J,603038,F,Wales,HE Qualification,10-20,35-55,0,120,N,Pass,-53.0,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,12.0,15.0,0.0,0.0,0.0,0.0,1.7777777777777777,0.0,3.772727272727273,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,2.1666666666666665,0.0,1.037037037037037,0.0,2.15625,1.55,22,2.0709677419354837,63.31,0.0,0
BBB,2013J,603113,F,South East Region,A Level or Equivalent,10-20,0-35,0,120,Y,Withdrawn,-53.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,1.4,0.0,0.0,1
BBB,2013J,603123,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-36.0,,0.0,0.0,0.0,0.0,6.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.176470588235294,0.0,1.8666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.1052631578947367,0.0,1.0,0.0,1.0,1.0,17,2.2586206896551726,58.73,0.0,0
BBB,2013J,603165,F,Wales,HE Qualification,40-50%,35-55,0,60,N,Distinction,-35.0,,0.0,0.0,0.0,0.0,79.0,0.0,87.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,2.3781512605042017,0.0,2.735632183908046,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.9090909090909092,0.0,1.1666666666666667,0.0,1.1111111111111112,1.0,87,2.382051282051282,74.05,0.0,0
BBB,2013J,603210,F,Scotland,A Level or Equivalent,0-10%,35-55,0,120,N,Pass,-4.0,,0.0,0.0,0.0,0.0,26.0,0.0,39.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,11.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,5.253333333333333,0.0,3.948717948717949,0.0,0.0,8.666666666666666,0.0,0.0,0.0,0.0,2.9705882352941178,0.0,1.4,0.0,2.7857142857142856,1.8333333333333333,39,3.8047619047619046,79.04,0.0,0
BBB,2013J,603265,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-28.0,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.95,0.0,3.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.5384615384615383,0.0,1.0,0.0,1.5,1.5,10,2.3968253968253967,31.17,0.0,1
BBB,2013J,603270,F,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-52.0,,0.0,0.0,0.0,0.0,37.0,2.0,71.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,38.0,0.0,31.0,29.0,0.0,0.0,0.0,0.0,1.6916666666666667,2.0,4.704225352112676,0.0,0.0,4.8,0.0,0.0,0.0,0.0,2.5714285714285716,0.0,1.6829268292682926,0.0,1.5217391304347827,1.6486486486486487,77,2.321608040201005,49.78,0.0,1
BBB,2013J,603287,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-46.0,,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.888888888888889,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,0.0,2.3870967741935485,0.0,1.0,0.0,2.142857142857143,1.3333333333333333,18,2.63768115942029,69.05,0.0,0
BBB,2013J,603398,F,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-30.0,,0.0,0.0,0.0,0.0,25.0,4.0,40.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,4.164383561643835,1.25,2.875,0.0,0.0,4.75,0.0,0.0,0.0,0.0,2.392857142857143,0.0,1.0,0.0,1.4736842105263157,1.4444444444444444,46,2.937823834196891,63.93,0.0,0
BBB,2013J,603440,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-52.0,,0.0,0.0,0.0,0.0,28.0,0.0,62.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,29.0,0.0,30.0,6.0,0.0,0.0,0.0,0.0,2.283582089552239,0.0,3.338709677419355,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.3164556962025316,0.0,2.6153846153846154,1.2857142857142858,62,2.2679738562091503,63.47,0.0,0
